Phylum;Class;Order;Family;Species;Known;Abbreviation;Total number of reads;# Spiders before cutoff;# Spiders after cutoff;Size from literature;TaxoSize;Type;Min;Max;Size reference
Animals;Insecta;Diptera;Muscidae;Phaonia pallida;yes;pha.pal;2985373;359;357;Spec length: 5,5-7,5mm;species;body;5,5;7,5;D'Assis Fonseca, E. C. M. (1968) Diptera - Cylorrhapha Calyptrata, section (b) Muscidae, Handbooks for the Identification of British Insects Vol. 10 Part IV (a) Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Fanniidae;Fannia sociella;yes;fan.soc;407683;303;303;Fam length: 2-5mm;family;body;2;5;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Muscidae;Helina impuncta;yes;hel.imp;334983;55;55;Spec length: 6,5-8,25mm;species;body;6,5;8,25;D'Assis Fonseca, E. C. M. (1968) Diptera - Cylorrhapha Calyptrata, section (b) Muscidae, Handbooks for the Identification of British Insects Vol. 10 Part IV (a) Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Anthomyiidae;Delia platura;yes;del.pla;334674;50;50;Fam length: 4-12mm;family;body;4;12;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Lepidoptera;Erebidae;Hypena proboscidalis;yes;hyp.pro;305927;44;44;Spec vvl: 15-19mm;species;forewing;15;19;Waring, P. & Townsend, M. (2015) Nachtvlinders: de nieuwe veldgids voor Nederland en België. Kosmos Uitgevers, Utrecht/Antwerpen.
Animals;Insecta;Diptera;Fanniidae;Fannia aequilineata;yes;fan.aeq;274778;84;84;Fam length: 2-5mm;family;body;2;5;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Anisopodidae;Sylvicola cinctus;yes;syl.cin;58986;254;73;Fam length: 4-12mm;family;body;4;12;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Heleomyzidae;Suillia bicolor;yes;sui.bic;33298;168;30;Fam length: 1,2-12mm;family;body;1,2;12;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Phoridae;Megaselia longicostalis;yes;meg.lon;28675;82;44;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Coleoptera;Carabidae;Agonum marginatum;yes;ago.mar;28664;152;34;Spec length: 8,5-10,5mm;species;body;8,5;10,5;Boeken, M., Desender, K., Drost, B., van Gijzen, T., Koese, B., Muilwijk, J., Turin, H. & Vermeulen, R. J. (2002) De loopkevers van Nederland & Vlaanderen (Coleoptera: Carabidae). Stichting Jeugdbondsuitgeverij, Utrecht.
Animals;Insecta;Diptera;Cecidomyiidae;Ozirhincus sp. BOLD:ACI8202;no;ozi.ACI8202;28595;86;47;Fam length: 0,5-3mm;family;body;0,5;3;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Anthomyiidae;Hydrophoria ruralis;yes;hyd.rur;28404;94;27;Fam length: 4-12mm;family;body;4;12;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Lepidoptera;Nolidae;Pseudoips prasinana;yes;pse.pra;28007;25;23;Spec vvl: 16-19mm;species;forewing;16;19;Waring, P. & Townsend, M. (2015) Nachtvlinders: de nieuwe veldgids voor Nederland en België. Kosmos Uitgevers, Utrecht/Antwerpen.
Animals;Insecta;Diptera;Muscidae;Coenosia tigrina;yes;coe.tig;27785;92;39;Genus length: 2-6,5mm;genus;body;2;6,5;D'Assis Fonseca, E. C. M. (1968) Diptera - Cylorrhapha Calyptrata, section (b) Muscidae, Handbooks for the Identification of British Insects Vol. 10 Part IV (a) Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Phoridae;Megaselia sp. BOLD:AAG3266;no;meg.AAG3266;27024;141;57;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Lepidoptera;Noctuidae;Phlogophora meticulosa;yes;phl.met;26729;42;42;Spec vvl: 21-25mm;species;forewing;21;25;Waring, P. & Townsend, M. (2015) Nachtvlinders: de nieuwe veldgids voor Nederland en België. Kosmos Uitgevers, Utrecht/Antwerpen.
Animals;Insecta;Coleoptera;Curculionidae;Platypus cylindrus;yes;pla.cyl;26171;107;37;Spec length: 5-5,5mm;species;body;5;5,5;Duffy, E. A. J. (1953) Coleoptera Scolytidae and Platypodidae, Handbooks for the Identification of British Insects Vol. 5 Part XV. Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Anthomyiidae;Delia florilega;yes;del.flo;26163;15;15;Fam length: 4-12mm;family;body;4;12;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Hymenoptera;Ichneumonidae;Diadegma sp. BOLD:ACR3912;no;dia.ACR3912;24921;109;19;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Hymenoptera;Proctotrupidae;Proctotrupes bistriatus;yes;pro.bis;24019;83;20;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Diptera;Muscidae;Hebecnema nigra;yes;heb.nig;23339;172;33;Genus length: 3,5-6,75mm;genus;body;3,5;6,75;D'Assis Fonseca, E. C. M. (1968) Diptera - Cylorrhapha Calyptrata, section (b) Muscidae, Handbooks for the Identification of British Insects Vol. 10 Part IV (a) Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Phoridae;Megaselia sp. BOLD:ACM7454;no;meg.ACM7454;23234;23;23;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Lepidoptera;Pieridae;Colias thisoa;yes;col.thi;23132;140;123;Genus vvl 20-28mm;genus;forewing;20;28;Higgins, L. G. & Riley, N. D. (1980) Field Guide to the Butterflies of Britain and Europe. 4th edn, Collins, London
Animals;Insecta;Diptera;Fanniidae;Fannia pallitibia;yes;fan.pal;22369;135;77;Fam length: 2-5mm;family;body;2;5;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Psocodea;Caeciliusidae;Valenzuela flavidus;yes;val.fla;22243;139;95;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Diptera;Drosophilidae;Drosophila immigrans;yes;dro.imm;21194;38;31;Fam length: 1,5-7mm;family;body;1,5;7;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Lonchopteridae;Lonchoptera strobli;yes;lon.str;21115;62;50;Fam length: 2-5mm;family;body;2;5;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Cecidomyiidae;Ozirhincus sp. BOLD:ACJ5222;no;ozi.ACJ5222;20763;56;9;Fam length: 0,5-3mm;family;body;0,5;3;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Anthomyiidae;Mycophaga testacea;yes;myc.tes;20729;45;38;Fam length: 4-12mm;family;body;4;12;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Cecidomyiidae;CecidInt20 sp. BOLD:ACB0632;no;cec.ACB0632;19714;85;21;Fam length: 0,5-3mm;family;body;0,5;3;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Culicidae;Culiseta annulata;yes;cul.ann;19350;85;62;Fam length: 3-9mm;family;body;3;9;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Fanniidae;Fannia canicularis;yes;fan.can;19263;104;43;Fam length: 2-5mm;family;body;2;5;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Anthomyiidae;Hydrophoria silvicola;yes;hyd.sil;18826;46;22;Fam length: 4-12mm;family;body;4;12;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Muscidae;Morellia simplex;yes;mor.sim;18754;37;16;Spec length: 6-8mm;species;body;6;8;D'Assis Fonseca, E. C. M. (1968) Diptera - Cylorrhapha Calyptrata, section (b) Muscidae, Handbooks for the Identification of British Insects Vol. 10 Part IV (a) Royal Entomological Society of London, London, UK.
Animals;Insecta;Lepidoptera;Geometridae;Dysstroma truncata;yes;dys.tru;18737;31;19;Spec vvl: 14-19mm;species;forewing;14;19;Waring, P. & Townsend, M. (2015) Nachtvlinders: de nieuwe veldgids voor Nederland en België. Kosmos Uitgevers, Utrecht/Antwerpen.
Animals;Insecta;Diptera;Muscidae;Phaonia incana;yes;phe.inc;18194;17;17;Spec length: 7,5-9mm;species;body;7,5;9;D'Assis Fonseca, E. C. M. (1968) Diptera - Cylorrhapha Calyptrata, section (b) Muscidae, Handbooks for the Identification of British Insects Vol. 10 Part IV (a) Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Pallopteridae;Palloptera muliebris;yes;pal.mul;17879;11;11;Fam length: 2,5-7mm;family;body;2,5;7;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Arachnida;Araneae;Linyphiidae;Erigone psychrophila;yes;eri.psy;17862;45;36;Spec length 2-3,1mm;species;body;2;3,1;Roberts, M.J. (1985) The Spiders of Great Britain and Ireland, Vol. II. Harley Books, Colchester, UK.
Animals;Insecta;Lepidoptera;Yponomeutidae;Yponomeuta cagnagella;yes;ypo.cag;17221;42;20;Spec vvl: 9,5-13mm;species;forewing;9,5;13;Stirling, P., Parsons, M. & Lewington, R. ( 2012) Field guide to the Micro-Moths of Great Britain and Ireland. Britsh Wildlife Publishing, Gillingham.
Animals;Insecta;Diptera;Phoridae;Dohrniphora cornuta;yes;doh.cor;16912;38;20;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Hymenoptera;Vespidae;Vespula vulgaris;yes;ves.vul;16559;101;64;Spec Length: 11-19mm;species;body;11;19;Hensen, R. (1985) De plooivleugelwespen. Jeugdbondsuitgeverij, Utrecht.
Animals;Insecta;Diptera;Tipulidae;Tipula subprotrusa;yes;tip.sub;16400;234;37;Fam length: 7-35mm;family;body;7;35;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Phoridae;Megaselia sp. BOLD:ACC5871;no;meg.ACC5871;16021;79;38;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Hymenoptera;Ichneumonidae;Ichneumonidae sp. BOLD:ACD0513;no;ich.ACD0513;15208;56;21;NA;NA;NA;NA;NA;Not found
Animals;Insecta;Diptera;Limoniidae;Gnophomyia viridipennis;yes;gno.vir;14486;153;23;Fam length: 2-11mm;family;body;2;11;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Drosophilidae;Drosophila melanogaster;yes;dro.mel;14296;54;11;Fam length: 1,5-7mm;family;body;1,5;7;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Drosophilidae;Scaptomyza graminum;yes;sca.gra;14055;19;19;Fam length: 1,5-7mm;family;body;1,5;7;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Phoridae;Phoridae sp. BOLD:ACP4899;no;pho.ACP4899;14047;137;41;Fam length: 0,5-6mm;family;body;0,5;6;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Muscidae;Phaonia trimaculata;yes;pha.tri;13775;59;12;Spec length: 5-8mm;species;body;5;8;D'Assis Fonseca, E. C. M. (1968) Diptera - Cylorrhapha Calyptrata, section (b) Muscidae, Handbooks for the Identification of British Insects Vol. 10 Part IV (a) Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Muscidae;Helina depuncta;yes;hel.dep;13526;165;24;Spec length: 6-8,5mm;species;body;6;8,5;D'Assis Fonseca, E. C. M. (1968) Diptera - Cylorrhapha Calyptrata, section (b) Muscidae, Handbooks for the Identification of British Insects Vol. 10 Part IV (a) Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Tabanidae;Haematopota italica;yes;hae.ita;13471;131;22;Genus Larval Length: 13-20mm;genus;larval;13;20;Zeegers, T & van Haaren, T. (2000) Dazen en Dazenlarven. KNNV uitgeverij, Utrecht.
Animals;Insecta;Lepidoptera;Noctuidae;Noctua comes;yes;noc.com;12720;88;16;Spec vvl: 16-21mm;species;forewing;16;21;Waring, P. & Townsend, M. (2015) Nachtvlinders: de nieuwe veldgids voor Nederland en België. Kosmos Uitgevers, Utrecht/Antwerpen.
Animals;Insecta;Diptera;Pallopteridae;Palloptera ustulata;yes;pal.ust;12694;93;14;Fam length: 2,5-7mm;family;body;2,5;7;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Anthomyiidae;Pegomya bicolor;yes;peg.bic;12534;36;13;Fam length: 4-12mm;family;body;4;12;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Lonchopteridae;Lonchoptera lutea;yes;lon.lut;12430;61;38;Fam length: 2-5mm;family;body;2;5;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Fanniidae;Fannia polychaeta;yes;fan.pol;12296;158;36;Fam length: 2-5mm;family;body;2;5;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;Anthomyiidae;Anthomyia procellaris;yes;ant.pro;12071;146;20;Fam length: 4-12mm;family;body;4;12;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Diptera;NA;Diptera sp. BOLD:ACR2532;no;dip.ACR2532;11825;75;28;NA;NA;NA;NA;NA;Impossible
Animals;Insecta;Diptera;Tipulidae;Tipula paludosa;yes;tip.pal;11763;125;68;Fam length: 7-35mm;family;body;7;35;Oosterbroek, P., de Jong, H. & Sijstermans, L. (2005) De Europese families van muggen en vliegen (Diptera). KNNV Uitgeverij, Utrecht.
Animals;Insecta;Lepidoptera;Geometridae;Xanthorhoe designata;yes;xan.des;11612;12;8;Spec vvl: 11-14mm;species;forewing;11;14;Waring, P. & Townsend, M. (2015) Nachtvlinders: de nieuwe veldgids voor Nederland en België. Kosmos Uitgevers, Utrecht/Antwerpen.
Animals;Insecta;Diptera;Tachinidae;Nowickia sp. BOLD:ABZ6158;no;now.ABZ6158;10753;96;40;Genus length: 11-15mm;genus;body;11;15;Zeegers, T. (1992) Tabel voor de grotere sluipvliegen en horzels van Nederland. Jeugdbondsuitgeverij, Utrecht.
Animals;Insecta;Diptera;Muscidae;Helina sp. BOLD:ADA7391;no;hel.ACXA7391;254;11;1;Genus length: 4,75-9,5mm;genus;body;4,75;9,5;D'Assis Fonseca, E. C. M. (1968) Diptera - Cylorrhapha Calyptrata, section (b) Muscidae, Handbooks for the Identification of British Insects Vol. 10 Part IV (a) Royal Entomological Society of London, London, UK.
Animals;Insecta;Diptera;Muscidae;Helina spinicosta;yes;hel.spi;238;57;7;Genus length: 4,75-9,5mm;genus;body;4,75;9,5;D'Assis Fonseca, E. C. M. (1968) Diptera - Cylorrhapha Calyptrata, section (b) Muscidae, Handbooks for the Identification of British Insects Vol. 10 Part IV (a) Royal Entomological Society of London, London, UK.
Animals;Insecta;Coleoptera;Staphylinidae;Lordithon thoracicus;yes;lor.tho;145;8;2;Spec length: 2,5-4,5mm;species;body;2,5;4,5;Freude, H., Harde, K. W. & Lohse, G. A. (1964) Die Käfer Mitteleuropas, Bd. 4: Staphylinidae I (Micropeplinae bis Tachyporinae). Goecke & Evers Verlag, Krefeld.
